model_id,model_kind,metric,calib_subset,target_id,n_layers,n_prompts,layer_mean_distance,layer_median_distance,layer_std_distance,layer_min_distance,layer_max_distance,min_layer,max_layer
aim_on_breadcrumbs__calib_reasoning,candidate,mmd_rbf,reasoning,reasoning_only,36,128,0.010089111514389515,0.010118707083165646,0.002935927297822157,0.003921699710190296,0.020694483071565628,0,35
aim_on_breadcrumbs__calib_reasoning,candidate,mmd_rbf,reasoning,uncensored_only,36,128,0.01805165776103321,0.010761473793536425,0.01942860225333164,0.0033333003520965576,0.08521156758069992,0,1
aim_on_breadcrumbs__calib_reasoning,candidate,mmd_rbf,uncensored_refusal_like,base,36,128,0.04080138562454118,0.040948063135147095,0.017373333419905605,0.010911243967711926,0.11817719787359238,0,35
aim_on_breadcrumbs__calib_reasoning,candidate,mmd_rbf,uncensored_refusal_like,instr_only,36,128,0.01424058387055993,0.009988283272832632,0.017831463613120605,0.006009332835674286,0.11608775705099106,11,35
aim_on_breadcrumbs__calib_reasoning,candidate,mmd_rbf,uncensored_refusal_like,reasoning_only,36,128,0.0412433804012835,0.042430296540260315,0.008771633209089176,0.020248567685484886,0.05483752489089966,0,31
aim_on_breadcrumbs__calib_reasoning,candidate,mmd_rbf,uncensored_refusal_like,uncensored_only,36,128,0.06239851993612117,0.050087885931134224,0.05212193651676713,0.01557963527739048,0.24095581471920013,0,1
aim_on_breadcrumbs__calib_reasoning,candidate,projected_js,general,base,36,128,0.0593763703800505,0.05861250692396425,0.006416349707430284,0.04528985975775868,0.09111122682224959,0,35
aim_on_breadcrumbs__calib_reasoning,candidate,projected_js,general,instr_only,36,128,0.052717079525286356,0.054215036623645574,0.010378903457495195,0.03165678901132196,0.09667967271525413,0,35
aim_on_breadcrumbs__calib_reasoning,candidate,projected_js,general,reasoning_only,36,128,0.06483779920543181,0.0641050763806561,0.003789588042977753,0.05989960610168055,0.07651290879584849,0,5
aim_on_breadcrumbs__calib_reasoning,candidate,projected_js,general,uncensored_only,36,128,0.0761226305027473,0.06671511421154719,0.025999104208925972,0.04456253042735625,0.17870798299554735,0,1
aim_on_breadcrumbs__calib_reasoning,candidate,projected_js,instruction,base,36,128,0.06748250614812908,0.0679602591553703,0.00783532097524463,0.04786897552548908,0.09970481344498694,0,35
aim_on_breadcrumbs__calib_reasoning,candidate,projected_js,instruction,instr_only,36,128,0.057235335523121954,0.05832731971167959,0.011732437344561595,0.03527616205974482,0.10717913607368246,0,35
aim_on_breadcrumbs__calib_reasoning,candidate,projected_js,instruction,reasoning_only,36,128,0.07338877202144228,0.07488195307087153,0.0048986946587138884,0.05692740945960395,0.07830771734006703,1,28
aim_on_breadcrumbs__calib_reasoning,candidate,projected_js,instruction,uncensored_only,36,128,0.08102648491977663,0.07435132324462757,0.021531131288138664,0.0499206920794677,0.16095931793097407,0,1
aim_on_breadcrumbs__calib_reasoning,candidate,projected_js,reasoning,base,36,128,0.05827281975588347,0.058204260778438766,0.004958268630394237,0.044911314005730674,0.07536860310938209,0,35
aim_on_breadcrumbs__calib_reasoning,candidate,projected_js,reasoning,instr_only,36,128,0.049875444810620846,0.05085758304630872,0.008803527248026433,0.03305223910138011,0.0874520453508012,0,35
aim_on_breadcrumbs__calib_reasoning,candidate,projected_js,reasoning,reasoning_only,36,128,0.06284688952291617,0.06309902580687776,0.004239997116793678,0.04717699286993593,0.07179597855429165,0,35
aim_on_breadcrumbs__calib_reasoning,candidate,projected_js,reasoning,uncensored_only,36,128,0.0695320182005364,0.06449707059073262,0.015315018078529703,0.03946787527820561,0.1208208889584057,0,1
aim_on_breadcrumbs__calib_reasoning,candidate,projected_js,uncensored_refusal_like,base,36,128,0.08981328000987156,0.0901453404512722,0.01625195360017841,0.057572490186430514,0.16348685254342854,0,35
aim_on_breadcrumbs__calib_reasoning,candidate,projected_js,uncensored_refusal_like,instr_only,36,128,0.06721324125181935,0.06333463959163055,0.0174216421698861,0.046408406109549105,0.15941013698466122,1,35
aim_on_breadcrumbs__calib_reasoning,candidate,projected_js,uncensored_refusal_like,reasoning_only,36,128,0.0950548067646903,0.09238598361844197,0.009610996552818357,0.07646932947682217,0.12220527429599315,1,5
aim_on_breadcrumbs__calib_reasoning,candidate,projected_js,uncensored_refusal_like,uncensored_only,36,128,0.1065235506054402,0.09546482769655995,0.04130884117476615,0.06862539306166582,0.25921296956948936,0,1
aim_on_breadcrumbs__calib_uncensored_refusal_like,candidate,mmd_rbf,general,base,36,128,0.008619840748401152,0.006872142199426889,0.006833117991175498,0.00537080317735672,0.047748204320669174,31,35
aim_on_breadcrumbs__calib_uncensored_refusal_like,candidate,mmd_rbf,general,instr_only,36,128,0.005705536750610918,0.0044880572240799665,0.008101914113341279,0.002771147759631276,0.053318675607442856,11,35
aim_on_breadcrumbs__calib_uncensored_refusal_like,candidate,mmd_rbf,general,reasoning_only,36,128,0.013192959543731477,0.011707730125635862,0.004321118822542697,0.008843380026519299,0.024120187386870384,34,4
aim_on_breadcrumbs__calib_uncensored_refusal_like,candidate,mmd_rbf,general,uncensored_only,36,128,0.028593232829330698,0.013648373074829578,0.037685259289976625,0.008980858139693737,0.17025892436504364,0,1
aim_on_breadcrumbs__calib_uncensored_refusal_like,candidate,mmd_rbf,instruction,base,36,128,0.012104393487485746,0.01100003533065319,0.0055222709439321175,0.004051450174301863,0.04160739481449127,0,35
aim_on_breadcrumbs__calib_uncensored_refusal_like,candidate,mmd_rbf,instruction,instr_only,36,128,0.005502407354975326,0.004138831980526447,0.007499236881311552,0.0020685165654867887,0.04922158271074295,0,35
aim_on_breadcrumbs__calib_uncensored_refusal_like,candidate,mmd_rbf,instruction,reasoning_only,36,128,0.016624991225803062,0.016869857907295227,0.002846893402117367,0.006382873747497797,0.02173774503171444,0,5
aim_on_breadcrumbs__calib_uncensored_refusal_like,candidate,mmd_rbf,instruction,uncensored_only,36,128,0.027583066710374422,0.01652487274259329,0.02974175822822659,0.006081548519432545,0.13569502532482147,0,1
aim_on_breadcrumbs__calib_uncensored_refusal_like,candidate,mmd_rbf,reasoning,base,36,128,0.006646460400790804,0.0061498156283050776,0.0038380135838015517,0.0025971592403948307,0.028609061613678932,0,35
aim_on_breadcrumbs__calib_uncensored_refusal_like,candidate,mmd_rbf,reasoning,instr_only,36,128,0.003223608522805282,0.002271773759275675,0.0059530386121004805,0.0012256443733349442,0.03829128295183182,0,35
aim_on_breadcrumbs__calib_uncensored_refusal_like,candidate,mmd_rbf,reasoning,reasoning_only,36,128,0.01001681552346175,0.010055218823254108,0.0029285607314402133,0.00383775238879025,0.020778411999344826,0,35
aim_on_breadcrumbs__calib_uncensored_refusal_like,candidate,mmd_rbf,reasoning,uncensored_only,36,128,0.017968005791772157,0.01060241274535656,0.019450064678551576,0.0033532201778143644,0.08519978821277618,0,1
aim_on_breadcrumbs__calib_uncensored_refusal_like,candidate,mmd_rbf,uncensored_refusal_like,base,36,128,0.04106097800346712,0.041101546958088875,0.017494607248505014,0.011317896656692028,0.11872756481170654,0,35
aim_on_breadcrumbs__calib_uncensored_refusal_like,candidate,mmd_rbf,uncensored_refusal_like,instr_only,36,128,0.014168768539093435,0.009995426516979933,0.017779418965037624,0.006019295193254948,0.11583036184310913,11,35
aim_on_breadcrumbs__calib_uncensored_refusal_like,candidate,mmd_rbf,uncensored_refusal_like,reasoning_only,36,128,0.041083632657925286,0.04234125465154648,0.00872654756030392,0.01969604566693306,0.054468393325805664,0,31
